Company,Sentiment,Price,Date,Decision
AMZN,negative,54.193399155486134,2025-01-10T22:21:12Z,sell
AMZN,negative,54.193399155486134,2025-02-02T19:30:58Z,sell
AMZN,negative,54.193399155486134,2025-01-18T15:29:13Z,sell
AMZN,negative,54.193399155486134,2025-02-07T00:45:56Z,sell
AMZN,negative,54.193399155486134,2025-01-14T07:22:34Z,sell
AMZN,positive,54.193399155486134,2025-01-18T13:15:32Z,buy
AMZN,positive,54.193399155486134,2025-01-12T12:00:00Z,buy
AMZN,neutral,54.193399155486134,2025-01-18T12:55:47Z,hold
AMZN,positive,54.193399155486134,2025-01-22T21:56:46Z,buy
AMZN,positive,54.193399155486134,2025-01-28T18:55:00Z,buy
AMZN,negative,54.193399155486134,2025-01-28T03:03:32Z,sell
AMZN,negative,54.193399155486134,2025-01-27T19:14:35Z,sell
AMZN,positive,54.193399155486134,2025-02-05T19:56:36Z,buy
AMZN,positive,54.193399155486134,2025-01-20T20:45:51Z,buy
AMZN,positive,54.193399155486134,2025-01-25T08:40:23Z,buy
AMZN,positive,54.193399155486134,2025-02-01T09:57:37Z,buy
AMZN,negative,54.193399155486134,2025-02-01T14:17:33Z,sell
AMZN,positive,54.193399155486134,2025-01-09T19:33:32Z,buy
AMZN,positive,54.193399155486134,2025-02-02T18:58:08Z,buy
AMZN,positive,54.193399155486134,2025-01-09T10:00:00Z,buy
AMZN,positive,54.193399155486134,2025-01-28T10:00:00Z,buy
AMZN,negative,54.193399155486134,2025-01-29T10:00:00Z,sell
AMZN,positive,54.193399155486134,2025-01-22T19:42:00Z,buy
AMZN,neutral,54.193399155486134,2025-01-23T21:34:13Z,hold
AMZN,negative,54.193399155486134,2025-01-27T15:41:21Z,sell
AMZN,positive,54.193399155486134,2025-01-27T17:56:34Z,buy
AMZN,positive,54.193399155486134,2025-02-03T10:41:07Z,buy
AMZN,negative,54.193399155486134,2025-01-30T13:25:39Z,sell
AMZN,negative,54.193399155486134,2025-02-03T15:36:25Z,sell
AMZN,positive,54.193399155486134,2025-01-23T11:49:20Z,buy
AMZN,neutral,54.193399155486134,2025-01-08T20:55:32Z,hold
AMZN,positive,54.193399155486134,2025-01-17T16:24:46Z,buy
AMZN,neutral,54.193399155486134,2025-01-27T06:49:05Z,hold
AMZN,negative,54.193399155486134,2025-02-07T00:45:56Z,sell
AMZN,negative,54.193399155486134,2025-02-06T13:41:48Z,sell
